date,loan.total,loan.kospi,loan.kosdaq,lend.total,lend.kospi,lend.kosdaq,lottery,equity.backed.loan
2018-12-17,9570122,4899722,4670400,21498,14648,6850,0,18004797
2018-12-14,9562040,4908032,4654008,20120,13428,6693,0,18019996
2018-12-13,9601976,4924219,4677756,19083,12900,6184,0,18021697
2018-12-12,9652991,4930412,4722579,18462,12579,5884,0,18034202
2018-12-11,9683234,4950758,4732476,19631,13215,6416,0,18045645
2018-12-10,9723045,4965268,4757776,19891,13573,6319,0,18075235
2018-12-07,9744417,4963085,4781332,21331,14240,7091,0,18035959
2018-12-06,9693522,4936469,4757053,22319,14999,7320,0,18113300
2018-12-05,9611431,4888551,4722880,22348,15154,7194,0,18003094
2018-12-04,9617453,4906677,4710776,21106,14350,6756,0,18062223
2018-12-03,9593227,4870637,4722590,21575,14738,6837,0,17999264
2018-11-30,9613581,4907434,4706147,21466,14160,7306,0,17955709
2018-11-29,9581632,4912287,4669345,21191,13770,7421,0,17926919
2018-11-28,9586839,4923533,4663305,20077,12828,7249,0,17905530
2018-11-27,9659583,4972610,4686973,19168,12360,6808,0,17897757
2018-11-26,9697277,4988723,4708554,19111,12019,7092,0,17905565
2018-11-23,9649902,4964522,4685380,19397,11945,7452,0,17907783
2018-11-22,9585204,4924905,4660299,19866,12801,7065,0,17912667
2018-11-21,9490587,4890815,4599772,20117,13018,7099,0,17949843
2018-11-20,9445513,4874998,4570515,19796,12786,7010,0,17933727
2018-11-19,9424033,4860167,4563866,18813,12407,6406,0,17848075
2018-11-16,9417809,4861620,4556189,17506,11028,6478,0,17875396
2018-11-15,9389910,4849186,4540724,17151,11085,6066,0,17882129
2018-11-14,9412466,4862463,4550002,18326,12155,6170,0,18083932
2018-11-13,9440532,4873106,4567426,18572,12055,6517,0,18056773
2018-11-12,9382185,4840072,4542113,19387,12717,6671,0,17976103
2018-11-09,9355111,4832387,4522723,17839,11716,6124,0,17992868
2018-11-08,9266976,4803082,4463893,18376,11933,6442,0,17965672
2018-11-07,9163242,4751522,4411720,18620,12315,6306,0,17909275
2018-11-06,8983997,4644308,4339689,18318,12194,6123,0,17855246
2018-11-05,9037398,4706812,4330586,16140,10557,5583,0,17889483
2018-11-02,9024745,4705429,4319316,14901,9379,5522,0,17905332
2018-11-01,8999314,4683858,4315456,13318,8428,4890,0,17904309
2018-10-31,9364986,4850285,4514700,11216,7262,3954,0,18195654
2018-10-30,9847651,5080743,4766908,11612,7495,4117,0,18320368
2018-10-29,10156820,5236992,4919828,12107,7584,4523,0,18392035
2018-10-26,10507100,5406359,5100741,11419,6830,4589,0,18660952
2018-10-25,10783370,5574928,5208442,12700,7101,5599,0,18793366
2018-10-24,10816087,5566367,5249720,14824,8779,6045,0,18730264
2018-10-23,10803831,5564627,5239204,14778,8941,5837,0,18690254
2018-10-22,10795812,5566442,5229370,14487,8822,5665,0,18712040
2018-10-19,10729911,5529135,5200775,15062,9117,5944,0,18610944
2018-10-18,10690323,5526614,5163709,13794,8185,5608,0,18778309
2018-10-17,10696343,5524761,5171582,12160,7245,4915,0,18725863
2018-10-16,10689794,5527788,5162006,11662,7329,4333,0,18658290
2018-10-15,10882195,5616803,5265392,9767,6104,3663,0,18857257
2018-10-12,11364173,5823397,5540776,12077,7278,4799,0,19039446
2018-10-11,11573387,5926897,5646491,14837,8955,5882,0,19093376
2018-10-10,11699244,5959768,5739476,14397,8949,5448,0,19073400
2018-10-08,11784651,5980496,5804155,15704,9641,6063,0,19116455
2018-10-05,11830058,5960689,5869369,16188,9705,6483,0,19120255
2018-10-04,11855553,5973780,5881773,16208,9441,6768,0,19126796
2018-10-02,11857786,5969706,5888080,16072,9499,6572,0,19132458
2018-10-01,11810309,5944638,5865670,17998,10728,7271,0,19022309
2018-09-28,11784115,5926685,5857430,18272,10912,7360,0,18945536
2018-09-27,11788945,5934884,5854061,17817,10141,7676,0,18957519
2018-09-21,11832746,5990345,5842401,18413,10792,7621,0,18983071
2018-09-20,11836039,6007945,5828095,19761,11566,8195,0,19062324
2018-09-19,11805556,5989622,5815934,20270,12215,8055,0,19039565
2018-09-18,11770841,5963656,5807185,20028,12080,7948,0,18988741
2018-09-17,11780929,6001281,5779648,18765,11114,7651,0,19013765
2018-09-14,11752244,5976992,5775252,19163,11153,8011,0,18969406
2018-09-13,11702272,5930355,5771916,19175,11838,7337,0,18939170
2018-09-12,11626679,5874456,5752223,18815,11924,6892,0,18903977
2018-09-11,11607642,5868856,5738786,18225,11316,6909,0,18893040
2018-09-10,11598854,5863808,5735046,18295,11710,6585,0,18888203
2018-09-07,11593873,5845278,5748595,18138,11100,7038,0,18826716
2018-09-06,11499946,5801132,5698814,18757,11941,6816,0,18854208
2018-09-05,11465253,5783793,5681460,17668,11108,6560,0,18899577
2018-09-04,11376523,5743252,5633271,19116,12303,6813,0,18772588
2018-09-03,11358777,5738762,5620015,18836,12374,6462,0,18836728
2018-08-31,11305720,5711382,5594337,18965,12572,6393,0,18842911
2018-08-30,11285609,5722137,5563472,18379,12328,6051,0,18804258
2018-08-29,11287616,5758336,5529280,18966,12708,6258,0,18747286
2018-08-28,11305717,5774907,5530810,19767,13191,6575,0,18743954
2018-08-27,11273599,5766567,5507032,19227,12830,6398,0,18772951
2018-08-24,11212162,5736316,5475845,19279,12746,6533,0,18753577
2018-08-23,11153938,5713825,5440114,18945,12572,6373,0,18705092
2018-08-22,11143723,5699800,5443923,17860,11474,6386,0,18714755
2018-08-21,11077961,5670763,5407198,17538,10799,6739,0,18701732
2018-08-20,11060106,5655676,5404430,16736,10812,5924,0,18715925
2018-08-17,11050264,5623876,5426388,17048,10848,6200,0,18729737
2018-08-16,11162969,5679648,5483321,16459,10516,5943,0,18836860
2018-08-14,11232015,5714266,5517748,17450,10813,6637,0,18804223
2018-08-13,11201053,5700895,5500158,17718,10957,6761,0,18778011
2018-08-10,11185688,5704662,5481026,17328,11033,6295,0,18746619
2018-08-09,11139902,5687397,5452506,16854,10910,5944,0,18688121
2018-08-08,11108726,5672566,5436159,17064,11378,5685,0,18675429
2018-08-07,11082447,5671911,5410536,17701,11730,5970,0,18655502
2018-08-06,11063340,5664463,5398877,16558,11022,5536,0,18680475
2018-08-03,10948806,5591092,5357714,17103,12005,5098,0,18596376
2018-08-02,10931504,5578640,5352864,16052,11550,4502,0,18592495
2018-08-01,10905019,5573620,5331399,17182,12501,4681,0,18598361
2018-07-31,10867332,5568107,5299225,17774,12863,4912,0,18545020
2018-07-30,10824627,5555128,5269498,17017,12179,4838,0,18522530
2018-07-27,10883668,5576517,5307151,15667,11046,4621,0,18604701
2018-07-26,10919273,5591694,5327579,16718,11764,4954,0,18599433
2018-07-25,11073549,5655812,5417737,14970,10105,4864,0,18662242
2018-07-24,11258392,5741837,5516554,16531,11162,5369,0,18640763
2018-07-23,11320106,5766281,5553825,17075,11687,5388,0,18654219
2018-07-20,11393726,5809759,5583967,16667,10940,5727,0,18653688
2018-07-19,11412674,5818023,5594651,16988,10945,6043,0,18692211
2018-07-18,11366261,5795362,5570899,16767,10847,5920,0,18646196
2018-07-17,11297543,5758084,5539459,17277,11314,5963,0,18526389
2018-07-16,11270244,5759802,5510442,16853,10869,5983,0,18570319
2018-07-13,11229054,5726530,5502524,16421,11181,5240,0,18497976
2018-07-12,11179916,5702354,5477562,16732,11157,5575,0,18460183
2018-07-11,11187545,5720626,5466919,16299,10970,5329,0,18665115
2018-07-10,11184835,5712924,5471911,15819,10558,5261,0,18678153
2018-07-09,11209923,5725018,5484905,15009,9286,5723,0,18524102
2018-07-06,11247976,5756591,5491385,15285,9739,5546,0,18587492
2018-07-05,11250459,5749994,5500466,14457,9231,5226,0,18639101
2018-07-04,11448067,5836316,5611751,12959,8440,4518,0,18638478
2018-07-03,11572374,5887006,5685368,13872,8479,5393,0,18608086
2018-07-02,11694405,5931653,5762752,12524,8014,4510,0,18699566
2018-06-29,11818300,5997545,5820755,13163,8264,4900,0,18717145
2018-06-28,11888265,6034358,5853907,13173,8210,4963,0,18732312
2018-06-27,11914676,6045150,5869527,13619,8227,5392,0,18582793
2018-06-26,11921247,6050279,5870969,14365,9474,4891,0,18626755
2018-06-25,11999470,6077817,5921653,14675,9355,5321,0,18656206
2018-06-22,11968910,6050610,5918301,13871,8887,4984,0,18622888
2018-06-21,12038126,6053030,5985097,11853,7802,4051,0,18787225
2018-06-20,12272523,6144777,6127747,12555,7922,4633,0,18976562
2018-06-19,12458749,6250561,6208188,14203,8974,5229,0,19018079
2018-06-18,12518130,6262175,6255956,14072,8611,5461,0,18858181
2018-06-15,12564547,6245942,6318605,14750,9277,5472,0,18753002
2018-06-14,12598398,6262046,6336352,14531,9413,5118,0,18725644
2018-06-12,12647993,6294547,6353446,13900,8751,5148,0,18732624
2018-06-11,12623033,6288518,6334516,14553,9472,5080,0,18673724
2018-06-08,12577850,6268086,6309764,13948,9617,4331,0,18674489
2018-06-07,12576013,6264749,6311264,13161,8774,4387,0,18685025
2018-06-05,12568690,6273435,6295256,13055,8786,4269,0,18660467
2018-06-04,12563954,6281162,6282791,13052,8606,4445,0,18692403
2018-06-01,12537994,6244364,6293630,12798,8598,4200,0,18723207
2018-05-31,12498500,6192201,6306299,12420,8395,4025,0,18690691
2018-05-30,12406529,6146111,6260418,12897,8548,4349,0,18606652
2018-05-29,12342004,6079977,6262027,11895,7938,3956,0,18466642
2018-05-28,12519983,6232201,6287782,13451,8920,4531,0,18524649
2018-05-25,12525161,6244133,6281028,13309,9015,4294,0,18535766
2018-05-24,12481165,6214901,6266264,12919,8697,4222,0,18453313
2018-05-23,12410024,6199449,6210575,12331,8305,4027,0,18460389
2018-05-21,12432299,6210205,6222094,11690,7982,3707,0,18513757
2018-05-18,12462279,6214627,6247652,11924,8261,3663,0,18508074
2018-05-17,12486376,6221309,6265066,13068,8796,4272,0,18637251
2018-05-16,12394384,6145673,6248711,13633,9296,4337,0,18620810
2018-05-15,12279208,6086607,6192601,13791,9607,4184,0,18611663
2018-05-14,12237407,6071419,6165987,13110,9044,4065,0,18638603
2018-05-11,12154416,6050566,6103850,11634,7833,3801,0,18556616
2018-05-10,12229357,6069171,6160186,10643,7268,3375,0,18688305
2018-05-09,12309224,6107021,6202203,11807,7683,4124,0,18732763
2018-05-08,12283271,6066251,6217021,11543,7372,4172,0,18698559
2018-05-04,12289802,6068644,6221158,12160,7714,4446,0,18653372
2018-05-03,12254127,6018629,6235498,12202,8051,4151,0,18589674
2018-05-02,12266918,6015290,6251628,12228,8051,4176,0,18619852
2018-04-30,12221227,5974872,6246355,11507,7066,4442,0,18619482
2018-04-27,12184500,5943821,6240679,10955,6738,4217,0,18598058
2018-04-26,12175945,5918337,6257608,10943,6756,4187,0,18568936
2018-04-25,12178824,5901367,6277456,11373,7457,3915,0,18623989
2018-04-24,12164747,5851500,6313247,11547,7324,4223,0,18544995
2018-04-23,12120343,5809902,6310441,12460,8109,4351,0,18531405
2018-04-20,12065219,5722517,6342702,12388,8064,4324,0,18504884
2018-04-19,12064215,5744780,6319435,11545,7248,4296,0,18554455
2018-04-18,11993371,5706294,6287078,11771,7280,4491,0,18461169
2018-04-17,11938143,5678660,6259483,11520,7053,4467,0,18463602
2018-04-16,11901236,5649506,6251730,11568,7097,4471,0,18514672
2018-04-13,11854687,5626041,6228646,11474,6831,4644,0,18429316
2018-04-12,11788414,5593854,6194560,11185,6648,4536,0,18430189
2018-04-11,11745792,5589765,6156027,11475,6617,4859,0,18304032
2018-04-10,11694341,5573726,6120614,10882,6526,4357,0,18321772
2018-04-09,11668089,5553665,6114424,10808,6706,4102,0,18273146
2018-04-06,11644798,5558475,6086323,10573,6438,4135,0,18317429
2018-04-05,11571593,5526990,6044603,11159,6704,4455,0,18234817
2018-04-04,11530059,5495134,6034925,10926,6695,4231,0,18271013
2018-04-03,11475741,5484710,5991030,10852,6901,3952,0,18274016
2018-04-02,11412678,5465552,5947126,10869,6807,4062,0,18289359
2018-03-30,11340934,5411440,5929494,10335,6792,3543,0,18185144
2018-03-29,11300850,5374727,5926123,10507,7057,3450,0,18154670
2018-03-28,11223566,5360773,5862793,10132,6866,3265,0,18327031
2018-03-27,11348266,5371923,5976344,9173,6118,3056,0,18402531
2018-03-26,11607756,5451397,6156359,10023,6431,3592,0,18315866
2018-03-23,11679962,5479163,6200798,9616,6023,3593,0,18269174
2018-03-22,11665677,5499976,6165701,9969,6188,3780,0,18205401
2018-03-21,11631060,5483711,6147349,9828,6222,3605,0,18254903
2018-03-20,11607735,5456079,6151656,10136,6248,3888,0,18259794
2018-03-19,11592388,5459581,6132807,9737,6291,3446,0,18211482
2018-03-16,11516579,5434333,6082246,9917,6388,3530,0,18172990
2018-03-15,11422319,5400526,6021793,9491,6174,3317,0,18342698
2018-03-14,11296003,5334755,5961248,9471,6180,3291,0,18358412
2018-03-13,11239162,5347757,5891405,9574,6247,3327,0,18356643
2018-03-12,11177177,5295034,5882144,9318,6046,3272,0,18335623
2018-03-09,11204235,5324096,5880139,8592,5783,2809,0,18408403
2018-03-08,11240381,5359432,5880950,8730,5812,2918,0,18287402
2018-03-07,11243393,5343421,5899972,7943,5541,2403,0,18320422
2018-03-06,11241904,5338206,5903698,8028,5474,2554,0,18316991
2018-03-05,11202462,5290635,5911827,7480,5087,2393,0,18247511
2018-03-02,11231632,5303763,5927869,7966,5515,2452,0,18247918
2018-02-28,11241258,5316450,5924808,7899,5412,2487,0,18203470
2018-02-27,11249734,5333939,5915795,7503,5224,2279,0,18210933
2018-02-26,11250929,5352264,5898666,7231,4781,2451,0,18208877
2018-02-23,11192280,5326398,5865882,7028,4668,2361,0,18192402
2018-02-22,11146234,5296649,5849585,6820,4632,2187,0,18197854
2018-02-21,11041890,5273354,5768536,7045,4811,2235,0,18071202
2018-02-20,10992392,5254694,5737697,6678,4734,1944,0,18126708
2018-02-19,11016497,5280461,5736036,6681,4774,1907,0,18154773
2018-02-14,11085800,5331041,5754759,6143,4191,1952,0,18114001
2018-02-13,11030497,5301674,5728823,5998,4223,1775,0,18145003
2018-02-12,11042223,5311800,5730423,6375,3932,2443,0,18233498
2018-02-09,11048740,5271435,5777305,5308,3673,1634,0,18211577
2018-02-08,11050131,4836633,6213498,5500,3284,2216,0,18160026
2018-02-07,11340221,4933199,6407022,6265,4033,2233,0,18278303
2018-02-06,11403767,4918220,6485547,6295,4040,2255,0,18289120
2018-02-05,11424798,4911630,6513168,6475,4148,2327,0,18069723
2018-02-02,11419254,4903472,6515782,6054,3932,2122,0,18070186
2018-02-01,11360065,4847695,6512371,6239,4005,2235,0,18054138
2018-01-31,11277646,4800856,6476790,6284,4032,2251,0,17978804
2018-01-30,11180828,4783411,6397417,6242,4033,2209,0,17655395
2018-01-29,11086562,4767047,6319515,6229,4075,2154,0,17676381
2018-01-26,11064792,4759863,6304928,6250,4058,2192,0,17607222
2018-01-25,10976295,4748811,6227484,6394,4179,2215,0,17587018
2018-01-24,10984827,4780210,6204617,6036,3988,2048,0,17707678
2018-01-23,10993974,4791479,6202496,6109,3987,2122,0,17627974
2018-01-22,10926507,4771933,6154574,6102,3982,2120,0,17562111
2018-01-19,10862582,4753899,6108683,6174,3980,2194,0,17572660
2018-01-18,10821377,4720340,6101037,6120,4016,2104,0,17489221
2018-01-17,10772621,4711052,6061568,6088,4012,2076,0,17565436
2018-01-16,10711339,4702555,6008785,5929,3868,2060,0,17463986
2018-01-15,10684463,4705792,5978671,5753,3651,2101,0,17428759
2018-01-12,10616452,4679806,5936646,5847,3880,1967,0,17322793
2018-01-11,10524284,4604796,5919487,5714,3733,1981,0,17236898
2018-01-10,10454941,4577636,5877305,5392,3487,1904,0,17133841
2018-01-09,10322561,4545828,5776733,6255,4173,2082,0,17082305
2018-01-08,10286437,4567468,5718969,4999,3290,1710,0,17055289
2018-01-05,10155535,4538262,5617273,4844,3294,1550,0,16885353
2018-01-04,10021972,4505679,5516292,4807,3199,1608,0,16780322
2018-01-03,9922278,4498266,5424012,4821,3322,1499,0,16703748
2018-01-02,9893540,4514000,5379540,4933,3346,1587,0,16696052
2017-12-29,9860832,4482550,5378282,4712,3235,1477,0,16672391
2017-12-28,9867021,4485532,5381489,4712,3235,1477,0,16644543
2017-12-27,9857132,4513564,5343568,4962,3431,1530,0,16858498
2017-12-26,9936809,4554702,5382107,5494,3752,1742,0,16857266
2017-12-22,9997067,4569593,5427474,5896,4031,1865,0,16862539
2017-12-21,10042286,4604545,5437741,5842,4008,1834,0,16892290
2017-12-20,10102726,4647035,5455692,6115,4162,1953,0,16938850
2017-12-19,10106441,4651103,5455338,6598,4596,2003,0,16904224
2017-12-18,10138559,4705366,5433193,6590,4542,2048,0,16870903
2017-12-15,10052577,4672201,5380376,6552,4534,2018,0,16861122
2017-12-14,10070519,4730400,5340119,6448,4484,1963,0,16935122
2017-12-13,10017054,4715934,5301121,7036,5088,1948,0,16870462
2017-12-12,10070124,4743815,5326309,7043,5101,1943,0,16907492
2017-12-11,10140182,4784388,5355794,7488,5283,2205,0,16973792
2017-12-08,10165623,4798163,5367460,7779,5591,2188,0,16998056
2017-12-07,10112544,4766633,5345912,8370,5756,2614,0,16914611
2017-12-06,10144106,4800654,5343451,8492,5802,2690,0,16919433
2017-12-05,10086305,4780411,5305894,8648,5904,2743,0,16920669
2017-12-04,10051431,4775623,5275807,8133,5870,2263,0,16890722
2017-12-01,10021501,4744775,5276726,8243,6162,2080,0,17169288
2017-11-30,10030194,4758513,5271681,8109,6119,1990,0,17205371
2017-11-29,10045649,4785129,5260520,8451,6284,2167,0,17172117
2017-11-28,9980907,4736343,5244564,9126,6841,2284,0,17098884
2017-11-27,9908753,4722323,5186430,9185,6913,2272,0,16805257
2017-11-24,9889178,4733991,5155188,9325,7014,2311,0,16894517
2017-11-23,9809749,4707101,5102648,9343,6946,2397,0,16930546
2017-11-22,9708152,4699889,5008263,9253,6895,2359,0,16876791
2017-11-21,9658332,4685569,4972763,9133,6854,2279,0,16766207
2017-11-20,9575491,4675447,4900045,9158,6859,2299,0,16721476
2017-11-17,9503194,4658759,4844435,9231,6915,2315,0,17069813
2017-11-16,9432795,4632633,4800163,9247,6989,2259,0,16705195
2017-11-15,9385575,4609839,4775736,9339,7079,2260,0,16684207
2017-11-14,9340208,4599475,4740732,9471,7158,2313,0,16595459
2017-11-13,9293621,4573997,4719624,9352,7187,2165,0,16495795
2017-11-10,9232715,4542674,4690041,9739,7580,2159,0,16407572
2017-11-09,9172888,4506610,4666278,9698,7547,2151,0,16421538
2017-11-08,9131285,4484548,4646737,9747,7744,2004,0,16392995
2017-11-07,9071659,4447833,4623826,10026,7923,2103,0,16354736
2017-11-06,9040335,4462858,4577478,10565,8332,2232,0,16350895
2017-11-03,8995361,4450010,4545351,11652,9431,2221,0,16273995
2017-11-02,8937410,4419053,4518357,11261,9006,2255,0,16310844
2017-11-01,8857469,4359896,4497574,11061,8792,2269,0,16336794
2017-10-31,8782092,4313232,4468860,11101,8800,2301,0,16305481
2017-10-30,8763990,4308602,4455388,11167,8905,2263,0,16259130
2017-10-27,8726786,4287085,4439700,11231,8798,2433,0,16162113
2017-10-26,8676829,4257705,4419125,11673,9199,2473,0,16148409
2017-10-25,8635177,4242691,4392486,11891,9266,2625,0,16414069
2017-10-24,8545290,4173969,4371321,11817,9078,2739,0,16339362
2017-10-23,8529853,4176622,4353231,11406,8411,2995,0,16016927
2017-10-20,8482755,4133804,4348951,11324,8343,2981,0,15987602
2017-10-19,8462552,4121988,4340564,11413,8573,2840,0,15986663
2017-10-18,8403831,4080945,4322887,11633,8636,2997,0,15938343
2017-10-17,8409148,4087060,4322089,12616,9187,3429,0,15934812
2017-10-16,8384693,4074535,4310157,11977,8461,3516,0,16011034
2017-10-13,8316291,4043577,4272713,11861,8418,3443,0,15931369
2017-10-12,8275243,4008025,4267217,11648,8146,3502,0,15934484
2017-10-11,8242167,3984779,4257388,11621,8288,3332,0,15948010
2017-10-10,8305879,4024956,4280923,12059,8831,3228,0,15965078
2017-09-29,8311647,4019003,4292644,11932,8649,3283,0,15904305
2017-09-28,8327405,4024999,4302405,11852,8541,3311,0,15932066
2017-09-27,8410395,4057700,4352695,11548,8395,3154,0,15956979
2017-09-26,8524448,4100449,4423999,12107,9038,3068,0,15997665
2017-09-25,8665517,4172478,4493039,12161,9159,3002,0,15933370
2017-09-22,8702773,4161678,4541095,12041,8919,3121,0,15876202
2017-09-21,8685097,4138517,4546580,13002,8979,4023,0,15823346
2017-09-20,8620517,4103129,4517388,12006,8955,3051,0,15898840
2017-09-19,8578196,4093798,4484398,12292,9149,3143,0,15874953
2017-09-18,8529807,4068648,4461158,12658,9433,3225,0,15796326
2017-09-15,8490706,4051639,4439067,12480,9420,3060,0,15721038
